年度,リーグ,ステージ,試合No,日付,時間,チーム名,選手名,スコア,着順,試合,得点,選手ID
2023,単一リーグ,レギュラー,139,2023/8/3,22:00,SSブルーバーズ,＠みち,81.3,1,第2試合,61300,P0004
2023,単一リーグ,レギュラー,140,2023/8/3,22:00,TEAMS Rabbit_Yohan,ひぽきよし,68.6,1,第2試合,48600,P0162
2023,単一リーグ,レギュラー,140,2023/8/3,22:00,星の砂 Stardust Collectors,久田賢太（最）,16.9,2,第2試合,36900,P0243
2023,単一リーグ,レギュラー,140,2023/8/3,22:00,SILVER WOLVES,あいだなつ,-28.8,3,第2試合,11200,P0066
2023,単一リーグ,レギュラー,140,2023/8/3,22:00,レッドリボン軍,レッド総帥,-56.7,4,第2試合,3300,P0221
2023,単一リーグ,レギュラー,141,2023/8/4,21:00,最強位ズ,Hiromu,-47.2,4,第1試合,12800,P0030
2023,単一リーグ,レギュラー,141,2023/8/4,21:00,星の砂 Stardust Collectors,店長倍損の上司,8.9,2,第1試合,28900,P0302
2023,単一リーグ,レギュラー,141,2023/8/4,21:00,関西麻雀保安協会,石川安牌,-17.5,3,第1試合,22500,P0284
2023,単一リーグ,レギュラー,141,2023/8/4,21:00,SILVER WOLVES,阿賀寿直,55.8,1,第1試合,35800,P0228
2023,単一リーグ,レギュラー,142,2023/8/4,21:00,さわやかMJ野郎の会,黙示録@SMY会,54.3,1,第1試合,34300,P0316
2023,単一リーグ,レギュラー,142,2023/8/4,21:00,レッドリボン軍,めいあおいトト,10.8,2,第1試合,30800,P0197
2023,単一リーグ,レギュラー,142,2023/8/4,21:00,TEAMS Rabbit_Yohan,(∵),-42.7,4,第1試合,17300,P0003
2023,単一リーグ,レギュラー,142,2023/8/4,21:00,クレイジーダイヤモンド,大明槓嶺上開花,-22.4,3,第1試合,17600,P0297
2023,単一リーグ,レギュラー,143,2023/8/4,22:00,最強位ズ,ねこます,-20.1,3,第2試合,19900,P0155
2023,単一リーグ,レギュラー,143,2023/8/4,22:00,星の砂 Stardust Collectors,久田賢太（最）,59,1,第2試合,39000,P0243
2023,単一リーグ,レギュラー,143,2023/8/4,22:00,関西麻雀保安協会,石川安牌,11.7,2,第2試合,31700,P0284
2023,単一リーグ,レギュラー,143,2023/8/4,22:00,SILVER WOLVES,上野あいみ,-50.6,4,第2試合,9400,P0279
2023,単一リーグ,レギュラー,144,2023/8/4,22:00,さわやかMJ野郎の会,黒太郎@SMY会,-53.7,4,第2試合,6300,P0260
2023,単一リーグ,レギュラー,144,2023/8/4,22:00,レッドリボン軍,レッド総帥,60.7,1,第2試合,40700,P0221
2023,単一リーグ,レギュラー,144,2023/8/4,22:00,TEAMS Rabbit_Yohan,MS,-25,3,第2試合,15000,P0043
2023,単一リーグ,レギュラー,144,2023/8/4,22:00,クレイジーダイヤモンド,大明槓嶺上開花,18,2,第2試合,38000,P0297
2023,単一リーグ,レギュラー,145,2023/8/7,21:00,たちこまーず,シクラメン富男,-15,3,第1試合,25000,P0113
2023,単一リーグ,レギュラー,145,2023/8/7,21:00,レッドリボン軍,yanase@RMU,-49.4,4,第1試合,10600,P0063
2023,単一リーグ,レギュラー,145,2023/8/7,21:00,SILVER WOLVES,阿賀寿直,10.8,2,第1試合,30800,P0228
2023,単一リーグ,レギュラー,145,2023/8/7,21:00,クレイジーダイヤモンド,太郎,53.6,1,第1試合,33600,P0294
2023,単一リーグ,レギュラー,146,2023/8/7,21:00,最強位ズ,ねこます,-0.9,2,第1試合,19100,P0155
2023,単一リーグ,レギュラー,146,2023/8/7,21:00,SSブルーバーズ,Hara,-23.5,3,第1試合,16500,P0029
2023,単一リーグ,レギュラー,146,2023/8/7,21:00,さわやかMJ野郎の会,黙示録@SMY会,70.7,1,第1試合,50700,P0316
2023,単一リーグ,レギュラー,146,2023/8/7,21:00,星の砂 Stardust Collectors,PPPするぞ★,-46.3,4,第1試合,13700,P0050
2023,単一リーグ,レギュラー,147,2023/8/7,22:00,たちこまーず,よつば@tobi89,-43.2,4,第2試合,16800,P0211
2023,単一リーグ,レギュラー,147,2023/8/7,22:00,レッドリボン軍,小倉唯,1.6,2,第2試合,21600,P0273
2023,単一リーグ,レギュラー,147,2023/8/7,22:00,SILVER WOLVES,まーくん RMU,63.3,1,第2試合,43300,P0184
2023,単一リーグ,レギュラー,147,2023/8/7,22:00,クレイジーダイヤモンド,太郎,-21.7,3,第2試合,18300,P0294
2023,単一リーグ,レギュラー,148,2023/8/7,22:00,最強位ズ,ブ茶ラティ,-61.5,4,第2試合,-1500,P0171
2023,単一リーグ,レギュラー,148,2023/8/7,22:00,SSブルーバーズ,ハナノア,11.2,2,第2試合,31200,P0158
2023,単一リーグ,レギュラー,148,2023/8/7,22:00,さわやかMJ野郎の会,小麦さん,-14.1,3,第2試合,25900,P0274
2023,単一リーグ,レギュラー,148,2023/8/7,22:00,星の砂 Stardust Collectors,全速ゆーへい,64.4,1,第2試合,44400,P0291
2023,単一リーグ,レギュラー,149,2023/8/8,21:00,たちこまーず,たちこま,73.6,1,第1試合,53600,P0134
2023,単一リーグ,レギュラー,149,2023/8/8,21:00,SSブルーバーズ,ハナノア,13.7,2,第1試合,33700,P0158
2023,単一リーグ,レギュラー,149,2023/8/8,21:00,最強位ズ,まびたん,-27.4,3,第1試合,12600,P0187
2023,単一リーグ,レギュラー,149,2023/8/8,21:00,星の砂 Stardust Collectors,☆けーすけ☆,-59.9,4,第1試合,100,P0008
2023,単一リーグ,レギュラー,150,2023/8/8,21:00,関西麻雀保安協会,石川安牌,73.3,1,第1試合,53300,P0284
2023,単一リーグ,レギュラー,150,2023/8/8,21:00,SILVER WOLVES,川端由紀　＠最,-54.7,4,第1試合,5300,P0289
