年度,リーグ,ステージ,試合No,日付,時間,チーム名,選手名,スコア,着順,試合,得点,選手ID
2026,Bリーグ,レギュラー, 371 ,2026/07/16,22:38:20,楽しめばイイ雀,Kou,-47.2,4着,,12800,P0038
2026,Aリーグ,レギュラー, 372 ,2026/07/16,22:40:21,HIVE,最後のZ戦士達,54.4,1着,第二試合,34400,P0261
2026,Aリーグ,レギュラー, 372 ,2026/07/16,22:40:21,SILVER WOLVES,石川安牌,11.5,2着,,31500,P0284
2026,Aリーグ,レギュラー, 372 ,2026/07/16,22:40:21,最強位ズ,ダイゴ＠LA,-17.8,3着,,22200,P0130
2026,Aリーグ,レギュラー, 372 ,2026/07/16,22:40:21,MJ東京,キレそう,-48.1,4着,,11900,P0097
2026,Aリーグ,レギュラー, 373 ,2026/07/17,21:29:28,SILVER WOLVES,松崎真也,66.8,1着,第一試合,46800,P0276
2026,Aリーグ,レギュラー, 373 ,2026/07/17,21:29:28,たちこまーず,坊や哲,14.5,2着,,34500,P0310
2026,Aリーグ,レギュラー, 373 ,2026/07/17,21:29:28,MJAC愛好会,ロンリーボーイ,-22.9,3着,,17100,P0224
2026,Aリーグ,レギュラー, 373 ,2026/07/17,21:29:28,enjoyすればイイ雀！,せなmam@,-58.4,4着,,1600,P0124
2026,Aリーグ,レギュラー, 374 ,2026/07/17,21:30:17,HIVE,郷 ひろし,65.0,1着,第一試合,45000,P0250
2026,Aリーグ,レギュラー, 374 ,2026/07/17,21:30:17,SSブルーバーズ,ポテト吉野,24.3,2着,,44300,P0181
2026,Aリーグ,レギュラー, 374 ,2026/07/17,21:30:17,レッドリボン軍,梁瀬健太郎,-28.3,3着,,11700,P0063
2026,Aリーグ,レギュラー, 374 ,2026/07/17,21:30:17,MJ東京,ななね,-61.0,4着,,-1000,P0152
2026,Bリーグ,レギュラー, 375 ,2026/07/17,21:30:18,チートイズ,dia,61.6,1着,第一試合,41600,P0023
2026,Bリーグ,レギュラー, 375 ,2026/07/17,21:30:18,おたまーず,くれば,6.1,2着,,26100,P0101
2026,Bリーグ,レギュラー, 375 ,2026/07/17,21:30:18,TEAM AJITO,TOM,-22.2,3着,,17800,P0057
2026,Bリーグ,レギュラー, 375 ,2026/07/17,21:30:18,Brave Revengers,りゅー,-45.5,4着,,14500,P0215
2026,Aリーグ,レギュラー, 376 ,2026/07/17,21:31:31,武装,乙子,53.4,1着,第一試合,33400,P0236
2026,Aリーグ,レギュラー, 376 ,2026/07/17,21:31:31,最強位ズ,リョータ,5.4,2着,,25400,P0217
2026,Aリーグ,レギュラー, 376 ,2026/07/17,21:31:31,ＺＯＯ,戯言遣い,-17.7,3着,,22300,P0242
2026,Aリーグ,レギュラー, 376 ,2026/07/17,21:31:31,電光石火,魔王,-41.1,4着,,18900,P0312
2026,Bリーグ,レギュラー, 377 ,2026/07/17,21:36:00,楽しめばイイ雀,わたちゃん,92.3,1着,第一試合,72300,P0226
2026,Bリーグ,レギュラー, 377 ,2026/07/17,21:36:00,IRU,uki,-1.0,2着,,19000,P0059
2026,Bリーグ,レギュラー, 377 ,2026/07/17,21:36:00,他力本願寺,灰鶴,-34.2,3着,,5800,P0239
2026,Bリーグ,レギュラー, 377 ,2026/07/17,21:36:00,La vie en Rose,ジョーカー,-57.1,4着,,2900,P0118
2026,Bリーグ,レギュラー, 378 ,2026/07/17,21:36:58,教室生☆KSC,Redstar,61.0,1着,第一試合,41000,P0051
2026,Bリーグ,レギュラー, 378 ,2026/07/17,21:36:58,さわやかMJ野郎の会,海賊王,16.7,2着,,36700,P0238
2026,Bリーグ,レギュラー, 378 ,2026/07/17,21:36:58,Vertice,moka,-17.8,3着,,22200,P0042
2026,Bリーグ,レギュラー, 378 ,2026/07/17,21:36:58,Team MJ lovers,ゆっしー@,-59.9,4着,,100,P0207
2026,Bリーグ,レギュラー, 379 ,2026/07/17,22:31:47,La vie en Rose,ふとふと,70.7,1着,第二試合,50700,P0167
2026,Bリーグ,レギュラー, 379 ,2026/07/17,22:31:47,他力本願寺,桐生れいか,11.4,2着,,31400,P0252
2026,Bリーグ,レギュラー, 379 ,2026/07/17,22:31:47,IRU,奥山瞭,-24.2,3着,,15800,P0216
2026,Bリーグ,レギュラー, 379 ,2026/07/17,22:31:47,楽しめばイイ雀,小四喜大好き,-57.9,4着,,2100,P0272
2026,Bリーグ,レギュラー, 380 ,2026/07/17,22:32:02,Brave Revengers,だーはら,65.7,1着,第二試合,45700,P0129
2026,Bリーグ,レギュラー, 380 ,2026/07/17,22:32:02,おたまーず,鰤トニー,2.2,2着,,22200,P0326
2026,Bリーグ,レギュラー, 380 ,2026/07/17,22:32:02,TEAM AJITO,ｋｅｎ@あじと,-18.2,3着,,21800,P0036
2026,Bリーグ,レギュラー, 380 ,2026/07/17,22:32:02,チートイズ,しげぞー,-49.7,4着,,10300,P0114
2026,Aリーグ,レギュラー, 381 ,2026/07/17,22:33:00,電光石火,どっち？弾平,60.5,1着,第二試合,40500,P0143
2026,Aリーグ,レギュラー, 381 ,2026/07/17,22:33:00,武装,年賀状,17.6,2着,,37600,P0307
2026,Aリーグ,レギュラー, 381 ,2026/07/17,22:33:00,ＺＯＯ,戯言遣い,-19.6,3着,,20400,P0242
2026,Aリーグ,レギュラー, 381 ,2026/07/17,22:33:00,最強位ズ,ｒｒｒｒｒｒ,-58.5,4着,,1500,P0053
2026,Bリーグ,レギュラー, 382 ,2026/07/17,22:33:24,Vertice,みーやん19,62.2,1着,第二試合,42200,P0192
2026,Bリーグ,レギュラー, 382 ,2026/07/17,22:33:24,教室生☆KSC,☆魔雀T塾生☆,7.2,2着,,27200,P0010
2026,Bリーグ,レギュラー, 382 ,2026/07/17,22:33:24,Team MJ lovers,ゆっしー@,-18.8,3着,,21200,P0207
2026,Bリーグ,レギュラー, 382 ,2026/07/17,22:33:24,さわやかMJ野郎の会,ソニア@SMY会,-50.6,4着,,9400,P0127
2026,Aリーグ,レギュラー, 383 ,2026/07/17,22:35:51,SSブルーバーズ,サヴェ松田,64.6,1着,第二試合,44600,P0107
2026,Aリーグ,レギュラー, 383 ,2026/07/17,22:35:51,MJ東京,チン☆パラ,2.7,2着,,22700,P0136
2026,Aリーグ,レギュラー, 383 ,2026/07/17,22:35:51,HIVE,せいたろう,-17.6,3着,,22400,P0122
2026,Aリーグ,レギュラー, 383 ,2026/07/17,22:35:51,レッドリボン軍,レッド総帥,-49.7,4着,,10300,P0221
2026,Aリーグ,レギュラー, 384 ,2026/07/17,22:36:03,たちこまーず,JILL,65.8,1着,第二試合,45800,P0033
2026,Aリーグ,レギュラー, 384 ,2026/07/17,22:36:03,SILVER WOLVES,橋本るり子,20.2,2着,,40200,P0249
2026,Aリーグ,レギュラー, 384 ,2026/07/17,22:36:03,MJAC愛好会,湾奥アングラー,-16.7,3着,,23300,P0323
2026,Aリーグ,レギュラー, 384 ,2026/07/17,22:36:03,enjoyすればイイ雀！,べびたん,-69.3,4着,,-9300,P0173
2026,Bリーグ,レギュラー, 385 ,2026/07/20,21:23:05,Vertice,フィーレン,59.0,1着,第一試合,39000,P0164
2026,Bリーグ,レギュラー, 385 ,2026/07/20,21:23:05,おたまーず,羽田暁音,18.0,2着,,38000,P0232
2026,Bリーグ,レギュラー, 385 ,2026/07/20,21:23:05,楽しめばイイ雀,くすだま,-19.6,3着,,20400,P0098
2026,Bリーグ,レギュラー, 385 ,2026/07/20,21:23:05,Brave Revengers,仇森龍,-57.4,4着,,2600,P0245
2026,Bリーグ,レギュラー, 386 ,2026/07/20,21:34:07,さわやかMJ野郎の会,つよ,69.3,1着,第一試合,49300,P0139
2026,Bリーグ,レギュラー, 386 ,2026/07/20,21:34:07,TEAM AJITO,支援紳士,9.7,2着,,29700,P0265
2026,Bリーグ,レギュラー, 386 ,2026/07/20,21:34:07,La vie en Rose,ポルタ,-16.9,3着,,23100,P0182
2026,Bリーグ,レギュラー, 386 ,2026/07/20,21:34:07,Team MJ lovers,溝渕智也,-62.1,4着,,-2100,P0259
2026,Aリーグ,レギュラー, 387 ,2026/07/20,21:38:32,武装,ゆんゆん,55.9,1着,第一試合,35900,P0210
2026,Aリーグ,レギュラー, 387 ,2026/07/20,21:38:32,電光石火,魔王,6.7,2着,,26700,P0312
2026,Aリーグ,レギュラー, 387 ,2026/07/20,21:38:32,enjoyすればイイ雀！,じゅねこ,-19.3,3着,,20700,P0116
2026,Aリーグ,レギュラー, 387 ,2026/07/20,21:38:32,SSブルーバーズ,ハナノア,-43.3,4着,,16700,P0158
2026,Aリーグ,レギュラー, 388 ,2026/07/20,21:48:15,MJAC愛好会,おかぴー,60.1,1着,第一試合,40100,P0079
2026,Aリーグ,レギュラー, 388 ,2026/07/20,21:48:15,最強位ズ,まびたん,7.3,2着,,27300,P0187
2026,Aリーグ,レギュラー, 388 ,2026/07/20,21:48:15,SILVER WOLVES,阿賀寿直,-18.1,3着,,21900,P0228
2026,Aリーグ,レギュラー, 388 ,2026/07/20,21:48:15,MJ東京,チン☆パラ,-49.3,4着,,10700,P0136
2026,Aリーグ,レギュラー, 389 ,2026/07/20,21:51:25,レッドリボン軍,とと,52.7,1着,第一試合,32700,P0144
2026,Aリーグ,レギュラー, 389 ,2026/07/20,21:51:25,ＺＯＯ,すー,11.2,2着,,31200,P0121
2026,Aリーグ,レギュラー, 389 ,2026/07/20,21:51:25,HIVE,郷 ひろし,-15.1,3着,,24900,P0250
2026,Aリーグ,レギュラー, 389 ,2026/07/20,21:51:25,たちこまーず,坊や哲,-48.8,4着,,11200,P0310
2026,Bリーグ,レギュラー, 390 ,2026/07/20,22:00:11,チートイズ,しげぞー,67.3,1着,第一試合,47300,P0114
2026,Bリーグ,レギュラー, 390 ,2026/07/20,22:00:11,IRU,uki,19.2,2着,,39200,P0059
2026,Bリーグ,レギュラー, 390 ,2026/07/20,22:00:11,教室生☆KSC,元教室生タク,-17.8,3着,,22200,P0255
2026,Bリーグ,レギュラー, 390 ,2026/07/20,22:00:11,他力本願寺,YOU太郎,-68.7,4着,,-8700,P0064
2026,Aリーグ,レギュラー, 391 ,2026/07/20,22:32:58,電光石火,どっち？弾平,52.7,1着,第二試合,32700,P0143
2026,Aリーグ,レギュラー, 391 ,2026/07/20,22:32:58,SSブルーバーズ,きめっち,10.8,2着,,30800,P0095
2026,Aリーグ,レギュラー, 391 ,2026/07/20,22:32:58,武装,ゆんゆん,-16.6,3着,,23400,P0210
2026,Aリーグ,レギュラー, 391 ,2026/07/20,22:32:58,enjoyすればイイ雀！,せなmam@,-46.9,4着,,13100,P0124
2026,Bリーグ,レギュラー, 392 ,2026/07/20,22:39:33,おたまーず,羽田暁音,64.9,1着,第二試合,44900,P0232
2026,Bリーグ,レギュラー, 392 ,2026/07/20,22:39:33,楽しめばイイ雀,小四喜大好き,22.4,2着,,42400,P0272
2026,Bリーグ,レギュラー, 392 ,2026/07/20,22:39:33,Vertice,フィーレン,-29.5,3着,,10500,P0164
2026,Bリーグ,レギュラー, 392 ,2026/07/20,22:39:33,Brave Revengers,ペン,-57.8,4着,,2200,P0175
2026,Aリーグ,レギュラー, 393 ,2026/07/20,22:41:51,ＺＯＯ,サンタマルコ,80.7,1着,第二試合,60700,P0110
2026,Aリーグ,レギュラー, 393 ,2026/07/20,22:41:51,たちこまーず,よつば@tobi,3.0,2着,,23000,P0211
2026,Aリーグ,レギュラー, 393 ,2026/07/20,22:41:51,レッドリボン軍,レッド総帥,-28.0,3着,,12000,P0221
2026,Aリーグ,レギュラー, 393 ,2026/07/20,22:41:51,HIVE,せいたろう,-55.7,4着,,4300,P0122
2026,Bリーグ,レギュラー, 394 ,2026/07/20,22:46:24,TEAM AJITO,KGRS,59.1,1着,第二試合,39100,P0037
2026,Bリーグ,レギュラー, 394 ,2026/07/20,22:46:24,Team MJ lovers,小林宏康,10.0,2着,,30000,P0275
2026,Bリーグ,レギュラー, 394 ,2026/07/20,22:46:24,さわやかMJ野郎の会,パイ乙戦士全ツ,-23.9,3着,,16100,P0156
2026,Bリーグ,レギュラー, 394 ,2026/07/20,22:46:24,La vie en Rose,ふとふと,-45.2,4着,,14800,P0167
2026,Bリーグ,レギュラー, 395 ,2026/07/20,22:47:44,教室生☆KSC,Redstar,70.9,1着,第二試合,50900,P0051
2026,Bリーグ,レギュラー, 395 ,2026/07/20,22:47:44,IRU,？？？？？,16.4,2着,,36400,P0001
2026,Bリーグ,レギュラー, 395 ,2026/07/20,22:47:44,他力本願寺,たくおっち,-19.0,3着,,21000,P0132
2026,Bリーグ,レギュラー, 395 ,2026/07/20,22:47:44,チートイズ,じんぱぱ,-68.3,4着,,-8300,P0120
2026,Aリーグ,レギュラー, 396 ,2026/07/20,22:52:38,MJ東京,Mychemi,56.8,1着,第二試合,36800,P0044
2026,Aリーグ,レギュラー, 396 ,2026/07/20,22:52:38,SILVER WOLVES,橋本るり子,6.5,2着,,26500,P0249
2026,Aリーグ,レギュラー, 396 ,2026/07/20,22:52:38,MJAC愛好会,おかぴー,-13.6,3着,,26400,P0079
2026,Aリーグ,レギュラー, 396 ,2026/07/20,22:52:38,最強位ズ,まびたん,-49.7,4着,,10300,P0187
2026,Bリーグ,セミファイナル, 397 ,2026/07/27,21:38:48,さわやかMJ野郎の会,はなびん,75.4,1着,第一試合,55400,P0159
2026,Bリーグ,セミファイナル, 397 ,2026/07/27,21:38:48,Team MJ lovers,ysk,20.2,2着,,40200,P0065
2026,Bリーグ,セミファイナル, 397 ,2026/07/27,21:38:48,チートイズ,dia,-21.6,3着,,18400,P0023
2026,Bリーグ,セミファイナル, 397 ,2026/07/27,21:38:48,教室生☆KSC,Redstar,-74.0,4着,,-14000,P0051
2026,Aリーグ,セミファイナル, 398 ,2026/07/27,21:45:30,電光石火,ミッキー柳井,58.1,1着,第一試合,38100,P0194
2026,Aリーグ,セミファイナル, 398 ,2026/07/27,21:45:30,SILVER WOLVES,まーくん RMU,15.3,2着,,35300,P0184
2026,Aリーグ,セミファイナル, 398 ,2026/07/27,21:45:30,MJ東京,J,-17.7,3着,,22300,P0032
2026,Aリーグ,セミファイナル, 398 ,2026/07/27,21:45:30,ＺＯＯ,rinruka,-55.7,4着,,4300,P0052
2026,Bリーグ,セミファイナル, 399 ,2026/07/27,22:29:50,チートイズ,しげぞー,57.8,1着,第二試合,37800,P0114
2026,Bリーグ,セミファイナル, 399 ,2026/07/27,22:29:50,さわやかMJ野郎の会,★月刃★,2.9,2着,,22900,P0006
2026,Bリーグ,セミファイナル, 399 ,2026/07/27,22:29:50,Team MJ lovers,ysk,-18.0,3着,,22000,P0065
2026,Bリーグ,セミファイナル, 399 ,2026/07/27,22:29:50,教室生☆KSC,悠紀子,-42.7,4着,,17300,P0318
2026,Aリーグ,セミファイナル, 400 ,2026/07/27,22:31:58,SILVER WOLVES,石川安牌,53.0,1着,第二試合,33000,P0284
2026,Aリーグ,セミファイナル, 400 ,2026/07/27,22:31:58,ＺＯＯ,戯言遣い,12.6,2着,,32600,P0242
2026,Aリーグ,セミファイナル, 400 ,2026/07/27,22:31:58,MJ東京,葛餅,-19.2,3着,,20800,P0240
2026,Aリーグ,セミファイナル, 400 ,2026/07/27,22:31:58,電光石火,けっけ,-46.4,4着,,13600,P0102
2026,Aリーグ,セミファイナル, 401 ,2026/07/28,21:39:24,最強位ズ,Hiromu,80.3,1着,第一試合,60300,P0030
2026,Aリーグ,セミファイナル, 401 ,2026/07/28,21:39:24,武装,アベキング,10.0,2着,,30000,P0070
2026,Aリーグ,セミファイナル, 401 ,2026/07/28,21:39:24,SILVER WOLVES,店長倍損の上司,-25.1,3着,,14900,P0302
2026,Aリーグ,セミファイナル, 401 ,2026/07/28,21:39:24,ＺＯＯ,すー,-65.2,4着,,-5200,P0121
2026,Bリーグ,セミファイナル, 402 ,2026/07/28,21:46:23,Brave Revengers,りきまーる,55.5,1着,第一試合,35500,P0214
2026,Bリーグ,セミファイナル, 402 ,2026/07/28,21:46:23,おたまーず,エイデン二号機,11.7,2着,,31700,P0075
2026,Bリーグ,セミファイナル, 402 ,2026/07/28,21:46:23,さわやかMJ野郎の会,黙示録@SMY会,-21.9,3着,,18100,P0316
2026,Bリーグ,セミファイナル, 402 ,2026/07/28,21:46:23,Team MJ lovers,喜多剛士@μ,-45.3,4着,,14700,P0241
2026,Bリーグ,セミファイナル, 403 ,2026/07/28,22:24:59,さわやかMJ野郎の会,ソニア@SMY会,58.1,1着,第二試合,38100,P0127
2026,Bリーグ,セミファイナル, 403 ,2026/07/28,22:24:59,Team MJ lovers,喜多剛士@μ,13.1,2着,,33100,P0241
2026,Bリーグ,セミファイナル, 403 ,2026/07/28,22:24:59,おたまーず,樹央,-15.8,3着,,24200,P0268
2026,Bリーグ,セミファイナル, 403 ,2026/07/28,22:24:59,Brave Revengers,ペン,-55.4,4着,,4600,P0175
2026,Aリーグ,セミファイナル, 404 ,2026/07/28,22:51:48,最強位ズ,ねこます,82.4,1着,第二試合,62400,P0155
2026,Aリーグ,セミファイナル, 404 ,2026/07/28,22:51:48,SILVER WOLVES,橋本るり子,16.4,2着,,36400,P0249
2026,Aリーグ,セミファイナル, 404 ,2026/07/28,22:51:48,ＺＯＯ,Bu Ki Chi,-29.4,3着,,10600,P0020
2026,Aリーグ,セミファイナル, 404 ,2026/07/28,22:51:48,武装,フィクション,-69.4,4着,,-9400,P0165
2026,Aリーグ,セミファイナル, 405 ,2026/07/30,21:31:58,電光石火,k-k,52.8,1着,第一試合,32800,P0034
2026,Aリーグ,セミファイナル, 405 ,2026/07/30,21:31:58,武装,しんじゃうツモ,9.3,2着,,29300,P0119
2026,Aリーグ,セミファイナル, 405 ,2026/07/30,21:31:58,MJ東京,えんがわ,-15.2,3着,,24800,P0078
2026,Aリーグ,セミファイナル, 405 ,2026/07/30,21:31:58,最強位ズ,ブ茶ラティ,-46.9,4着,,13100,P0171
2026,Bリーグ,セミファイナル, 406 ,2026/07/30,21:31:58,Brave Revengers,サブ垢先輩,72.1,1着,第一試合,52100,P0109
2026,Bリーグ,セミファイナル, 406 ,2026/07/30,21:31:58,チートイズ,あすてる,11.6,2着,,31600,P0067
2026,Bリーグ,セミファイナル, 406 ,2026/07/30,21:31:58,教室生☆KSC,青ヒゲ危機一髪,-11.8,3着,,28200,P0283
2026,Bリーグ,セミファイナル, 406 ,2026/07/30,21:31:58,おたまーず,くれば,-71.9,4着,,-11900,P0101
2026,Bリーグ,セミファイナル, 407 ,2026/07/30,22:25:32,おたまーず,鰤トニー,61.0,1着,第二試合,41000,P0326
2026,Bリーグ,セミファイナル, 407 ,2026/07/30,22:25:32,教室生☆KSC,悠紀子,9.2,2着,,29200,P0318
2026,Bリーグ,セミファイナル, 407 ,2026/07/30,22:25:32,チートイズ,しげぞー,-16.2,3着,,23800,P0114
2026,Bリーグ,セミファイナル, 407 ,2026/07/30,22:25:32,Brave Revengers,nesre,-54.0,4着,,6000,P0047
2026,Aリーグ,セミファイナル, 408 ,2026/07/30,22:36:32,MJ東京,Mychemi,61.4,1着,第二試合,41400,P0044
2026,Aリーグ,セミファイナル, 408 ,2026/07/30,22:36:32,電光石火,どっち？弾平,18.6,2着,,38600,P0143
2026,Aリーグ,セミファイナル, 408 ,2026/07/30,22:36:32,武装,赤哲,-20.1,3着,,19900,P0288
2026,Aリーグ,セミファイナル, 408 ,2026/07/30,22:36:32,最強位ズ,ｒｒｒｒｒｒ,-59.9,4着,,100,P0053
2026,Bリーグ,セミファイナル, 409 ,2026/07/31,21:17:08,チートイズ,公務員麻雀M,70.1,1着,第一試合,50100,P0258
2026,Bリーグ,セミファイナル, 409 ,2026/07/31,21:17:08,おたまーず,羽田暁音,9.6,2着,,29600,P0232
2026,Bリーグ,セミファイナル, 409 ,2026/07/31,21:17:08,さわやかMJ野郎の会,黒太郎@SMY会,-27.4,3着,,12600,P0260
2026,Bリーグ,セミファイナル, 409 ,2026/07/31,21:17:08,Brave Revengers,みり,-52.3,4着,,7700,P0196
2026,Aリーグ,セミファイナル, 410 ,2026/07/31,21:38:05,最強位ズ,リョータ,58.7,1着,第一試合,38700,P0217
2026,Aリーグ,セミファイナル, 410 ,2026/07/31,21:38:05,武装,年賀状,17.6,2着,,37600,P0307
2026,Aリーグ,セミファイナル, 410 ,2026/07/31,21:38:05,SILVER WOLVES,松崎真也,-24.6,3着,,15400,P0276
2026,Aリーグ,セミファイナル, 410 ,2026/07/31,21:38:05,MJ東京,キラ、,-51.7,4着,,8300,P0096
2026,Bリーグ,セミファイナル, 411 ,2026/07/31,22:35:13,Brave Revengers,りゅー,90.1,1着,第二試合,70100,P0215
2026,Bリーグ,セミファイナル, 411 ,2026/07/31,22:35:13,さわやかMJ野郎の会,海賊王,13.6,2着,,33600,P0238
2026,Bリーグ,セミファイナル, 411 ,2026/07/31,22:35:13,おたまーず,羽田暁音,-21.9,3着,,18100,P0232
2026,Bリーグ,セミファイナル, 411 ,2026/07/31,22:35:13,チートイズ,014のりたま,-81.8,4着,,-21800,P0011
2026,Aリーグ,セミファイナル, 412 ,2026/07/31,22:46:19,最強位ズ,まびたん,80.2,1着,第二試合,60200,P0187
2026,Aリーグ,セミファイナル, 412 ,2026/07/31,22:46:19,MJ東京,チン☆パラ,2.9,2着,,22900,P0136
2026,Aリーグ,セミファイナル, 412 ,2026/07/31,22:46:19,SILVER WOLVES,上野あいみ,-19.2,3着,,20800,P0279
2026,Aリーグ,セミファイナル, 412 ,2026/07/31,22:46:19,武装,乙子,-63.9,4着,,-3900,P0236
2026,Bリーグ,セミファイナル, 413 ,2026/08/03,21:38:54,さわやかMJ野郎の会,パイ乙戦士全ツ,63.3,1着,第一試合,43300,P0156
2026,Bリーグ,セミファイナル, 413 ,2026/08/03,21:38:54,Team MJ lovers,溝渕智也,10.1,2着,,30100,P0259
2026,Bリーグ,セミファイナル, 413 ,2026/08/03,21:38:54,教室生☆KSC,元教室生タク,-13.0,3着,,27000,P0255
2026,Bリーグ,セミファイナル, 413 ,2026/08/03,21:38:54,Brave Revengers,みり,-60.4,4着,,-400,P0196
2026,Aリーグ,セミファイナル, 414 ,2026/08/03,21:39:48,SILVER WOLVES,阿賀寿直,67.3,1着,第一試合,47300,P0228
2026,Aリーグ,セミファイナル, 414 ,2026/08/03,21:39:48,ＺＯＯ,すー,1.3,2着,,21300,P0121
2026,Aリーグ,セミファイナル, 414 ,2026/08/03,21:39:48,武装,ゆんゆん,-18.8,3着,,21200,P0210
2026,Aリーグ,セミファイナル, 414 ,2026/08/03,21:39:48,電光石火,魔王,-49.8,4着,,10200,P0312
2026,Aリーグ,セミファイナル, 415 ,2026/08/03,22:39:47,武装,とむとむ,52.5,1着,第二試合,32500,P0146
2026,Aリーグ,セミファイナル, 415 ,2026/08/03,22:39:47,ＺＯＯ,ご飯にバター,7.2,2着,,27200,P0106
2026,Aリーグ,セミファイナル, 415 ,2026/08/03,22:39:47,電光石火,EmperorTime,-17.5,3着,,22500,P0024
2026,Aリーグ,セミファイナル, 415 ,2026/08/03,22:39:47,SILVER WOLVES,まーくん RMU,-42.2,4着,,17800,P0184
2026,Bリーグ,セミファイナル, 416 ,2026/08/03,22:40:28,教室生☆KSC,☆魔雀T塾生☆,71.5,1着,第二試合,51500,P0010
2026,Bリーグ,セミファイナル, 416 ,2026/08/03,22:40:28,Team MJ lovers,中出雄介,1.2,2着,,21200,P0298
2026,Bリーグ,セミファイナル, 416 ,2026/08/03,22:40:28,さわやかMJ野郎の会,Blue-K18,-25.6,3着,,14400,P0018
